2011Zones,Public Transport Mean Indicator Minutes
Silverknowes and Davidson's Mains - 04,10.9
Silverknowes and Davidson's Mains - 05,10
Silverknowes and Davidson's Mains - 06,10.3
Silvertonhill - 01,12
Silvertonhill - 02,4.5
Silvertonhill - 03,8.9
Silvertonhill - 04,5.1
Sinclairtown Central,8.4
Sinclairtown East,10.9
Sinclairtown North,11.2
Sinclairtown West,6.2
Singer and Clydebank South - 01,9.1
Singer and Clydebank South - 02,9.5
Singer and Clydebank South - 03,6.3
Singer and Clydebank South - 04,13.4
Singer and Clydebank South - 05,11.6
Singer and Clydebank South - 06,11
Skelmorlie and Rural - 01,18.1
Skelmorlie and Rural - 02,10.7
Skelmorlie and Rural - 03,8
Skelmorlie and Rural - 04,6.7
Skye North East - 01,71.4
Skye North East - 02,47.9
Skye North East - 03,7.3
Skye North East - 04,10.2
Skye North East - 05,12.8
Skye North West - 01,32.1
Skye North West - 02,43.9
Skye North West - 03,25
Skye North West - 04,31.8
Skye South - 01,12.9
Skye South - 02,17.7
Skye South - 03,18.4
Skye South - 04,18.6
Slateford and Chesser - 01,11.3
Slateford and Chesser - 02,12.9
Slateford and Chesser - 03,8.3
Slateford and Chesser - 04,9.3
Slateford and Chesser - 05,7.4
Slateford and Chesser - 06,6.2
Smailholm Stitchill and Ednam Area,20.6
Smeaton North,7.5
Smeaton South,4.6
South Angus - 01,11.1
South Angus - 02,3.9
South Angus - 03,8.8
South Angus - 04,6.3
South Angus - 05,26.5
South Angus - 06,21.1
South Angus - 07,30.1
South Angus - 08,23.8
South Castlehill and Thorn - 01,10.9
South Castlehill and Thorn - 02,7
South Castlehill and Thorn - 03,9.4
South Castlehill and Thorn - 04,4.6
South Castlehill and Thorn - 05,11.2
South Fod and Calais Muir,11.6
South Gyle - 01,8.9
South Gyle - 02,8.9
South Gyle - 03,15.8
South Gyle - 04,17.1
South Gyle - 05,17
South Gyle - 06,12.1
South Leith - 01,2.8
South Leith - 02,2.8
South Leith - 03,4.8
South Leith - 04,4.9
South Leith - 05,5.5
South Leith - 06,6
South Lewis - 01,26.7
South Lewis - 02,17.5
South Lewis - 03,22.1
South Parks East,7.2
South Parks North,6.6
South Parks West,5.4
South Speyside and the Cabrach - 01,12.7
South Speyside and the Cabrach - 02,29.4
South Speyside and the Cabrach - 03,16.9
South Speyside and the Cabrach - 04,5.6
South Speyside and the Cabrach - 05,4.5
South Thornliebank and Woodfarm - 01,8.9
South Thornliebank and Woodfarm - 02,8.4
South Thornliebank and Woodfarm - 03,10.7
South Thornliebank and Woodfarm - 04,9.4
South Thornliebank and Woodfarm - 05,8.1
South Thornliebank and Woodfarm - 06,6.3
Southcraig and Beansburn - 01,16
Southcraig and Beansburn - 02,16.4
Southcraig and Beansburn - 03,14.4
Southcraig and Beansburn - 04,19.9
Southcraig and Beansburn - 05,17.7
Southcraig and Beansburn - 06,11.3
Southcraig and Beansburn - 07,12.4
Southcraig and Beansburn - 08,9
Spittal - 01,14.2
Spittal - 02,11.6
Spittal - 03,10
Spittal - 04,9.1
Springburn - 01,7.2
Springburn - 02,9.4
Springburn - 03,6.9
Springburn - 04,8.2
Springburn - 05,7.7
Springburn East and Cowlairs - 01,9.1
Springburn East and Cowlairs - 02,3.7
Springburn East and Cowlairs - 03,9.1
Springburn East and Cowlairs - 04,6.9
Springburn East and Cowlairs - 05,3.2
Springfield East,17.4
Springfield West and Rankeilour,20.5
Springside and Rural - 01,11.1
Springside and Rural - 02,7.3
Springside and Rural - 03,8.5
Springside and Rural - 04,13.9
Springside and Rural - 05,27.2
Sprouston and Area,26.7
St  Andrews Town Centre,5.9
St Abbs and Eyemouth Landward,15.7
St Andrews Abbey,7.9
St Boswells - East,8.6
St Boswells - West,8.1
St Colme and Aberdour West,16.7
St Fort and Pickletillem,14.2
St Leonards North - 01,16.3
St Leonards North - 02,14.9
St Leonards North - 03,11.2
St Leonards North - 04,8.8
St Leonards North - 05,15.5
St Leonards North - 06,7.1
St Leonards North - 07,11.6
St Leonards South - 01,18.6
St Leonards South - 02,15.9
St Leonards South - 03,17.5
St Leonards South - 04,19.3
St Leonards South - 05,17.4
St Leonards South - 06,12.9
St Leonards South - 07,12.7
St Monans East and Abercrombie,12.2
St Monans West,12.9
Stamperland - 01,8.7
Stamperland - 02,6.9
Stamperland - 03,9.3
Stamperland - 04,10.2
Stamperland - 05,13.1
Stane - 01,7.8
Stane - 02,8.3
Stane - 03,9.2
Stane - 04,11.2
Stanley and Murthly - 01,24.7
Stanley and Murthly - 02,6.1
Stanley and Murthly - 03,6.7
Stanley and Murthly - 04,21.6
Stanley and Murthly - 05,22.7
Stanley and Murthly - 06,21.6
Stanley and Murthly - 07,20.5
Star and Kirkforthar,10.8
Stenhouse and Saughton Mains - 01,5.7
Stenhouse and Saughton Mains - 02,9.6
Stenhouse and Saughton Mains - 03,9.4
Stenhouse and Saughton Mains - 04,10.5
Stenhouse and Saughton Mains - 05,13.3
Stenhouse and Saughton Mains - 06,9.4
Stenhouse and Saughton Mains - 07,10.5
Stenhouse and Saughton Mains - 08,9.3
Stenhousemuir - Antonshill - 01,9.3
Stenhousemuir - Antonshill - 02,9.2
Stenhousemuir - Antonshill - 03,7.5
Stenhousemuir - Antonshill - 04,7.3
Stenhousemuir - Antonshill - 05,10.3
Stenhousemuir East - 01,10
Stenhousemuir East - 02,5.4
Stenhousemuir East - 03,3.8
Stenhousemuir East - 04,3.9
Stenhousemuir East - 05,10.5
Stenhousemuir West - 01,4.5
Stenhousemuir West - 02,4.4
Stenhousemuir West - 03,8.9
Stenhousemuir West - 04,11.1
Stenton Central,7.4
Stenton North,8.7
Stepps - 01,6
Stepps - 02,11.4
Stepps - 03,7.9
Stevenston Ardeer - 01,11.8
Stevenston Ardeer - 02,9.9
Stevenston Ardeer - 03,7.2
Stevenston Ardeer - 04,7.6
Stevenston Hayocks - 01,6.7
Stevenston Hayocks - 02,9.2
Stevenston Hayocks - 03,6.1
Stevenston Hayocks - 04,7.8
Stevenston Hayocks - 05,8.2
Stevenston North West - 01,7.5
Stevenston North West - 02,4.9
Stevenston North West - 03,3.6
Stevenston North West - 04,6.5
Stevenston North West - 05,5.1
Stewartfield East - 01,19.6
Stewartfield East - 02,20.5
Stewartfield East - 03,22.8
Stewartfield East - 04,23.2
Stewartfield West - 01,13.6
Stewartfield West - 02,16.1
Stewartfield West - 03,20.3
Stewartfield West - 04,23.3
Stewartfield West - 05,23.1
Stewartfield West - 06,22.1
Stewarton East - 01,5.9
Stewarton East - 02,6.4
Stewarton East - 03,5.9
Stewarton East - 04,2.8
Stewarton East - 05,7.8
Stewarton West - 01,8.4
Stewarton West - 02,7.3
Stewarton West - 03,7.5
Stobo - Blyth Bridge - Skirling,23.8
Stobswell - 01,5.4
Stobswell - 02,2
Stobswell - 03,2
Stobswell - 04,1.8
Stobswell - 05,2.5
Stobswell - 06,3.3
Stobswell - 07,2.1
Stockbridge - 01,7.7
Stockbridge - 02,9.8
Stockbridge - 03,4.6
Stockbridge - 04,3.6
Stockbridge - 05,6.6
Stockbridge - 06,5.4
Stockbridge - 07,5.1
Stockethill - 01,10.4
Stockethill - 02,12.2
Stockethill - 03,12.1
Stockethill - 04,10.5
Stockethill - 05,9.6
Stockethill - 06,13.6
Stockethill - 07,12.4
Stonehaven North - 01,14
Stonehaven North - 02,14
Stonehaven North - 03,6.7
Stonehaven North - 04,4.7
Stonehaven North - 05,12.5
Stonehaven North - 06,6.3
Stonehaven North - 07,14.2
Stonehaven North - 08,10.9
Stonehaven North - 09,12.5
Stonehaven South - 01,10.1
Stonehaven South - 02,9.5
Stonehaven South - 03,11.5
Stonehaven South - 04,13.4
Stonehaven South - 05,7.1
Stonehaven South - 06,7.8
Stonehaven South - 07,12
Stonehouse - 01,9.7
Stonehouse - 02,9.4
Stonehouse - 03,10.3
Stonehouse - 04,8.7
Stonehouse - 05,6.9
Stonehouse - 06,9
Stonehouse - 07,5.1
Stonehouse - 08,6.3
Stornoway East - 01,6.5
Stornoway East - 02,3.2
Stornoway East - 03,7.8
Stornoway East - 04,9.2
Stornoway West - 01,12.5
Stornoway West - 02,9.4
Stornoway West - 03,6.8
Stornoway West - 04,4.6
Stow,5.5
Straiton - 01,14.8
Straiton - 02,13.6
Straiton - 03,6.5
Straiton - 04,8
Stranraer East - 01,5.9
Stranraer East - 02,5.7
Stranraer East - 03,10.2
Stranraer South - 01,7.3
Stranraer South - 02,10.6
Stranraer South - 03,8.2
Stranraer South - 04,8.8
Stranraer West - 01,17.8
Stranraer West - 02,13.8
Stranraer West - 03,14.1
Stranraer West - 04,11.3
Stranraer West - 05,10.6
Stranraer West - 06,9.4
Strathaven North - 01,6.4
Strathaven North - 02,7.3
Strathaven North - 03,12.9
Strathaven North - 04,9.2
Strathaven South - 01,12.1
Strathaven South - 02,12.7
Strathaven South - 03,8.4
Strathaven South - 04,15.7
Strathaven South - 05,4.2
Strathaven South - 06,12.5
Strathaven South - 07,15.7
Strathbungo - 01,6.7
Strathbungo - 02,4.8
Strathbungo - 03,3.9
Strathbungo - 04,3.1
Strathbungo - 05,2.4
Strathbungo - 06,4.4
Strathbungo - 07,5.1
Strathkinness and Craigton,14.5
Strathmiglo South and Dunshalt,8.3
Strathore,7
"Stromness, Sandwick and Stenness - 01",13.6
"Stromness, Sandwick and Stenness - 02",8.4
"Stromness, Sandwick and Stenness - 03",13.8
"Stromness, Sandwick and Stenness - 04",25.5
Strutherhill - 01,7.9
Strutherhill - 02,11.4
Strutherhill - 03,13.1
Strutherhill - 04,9.1
Strutherhill - 05,10.5
Summerhill - 01,9.4
Summerhill - 02,8.8
Summerhill - 03,11
Summerhill - 04,7.8
Summerhill - 05,13.2
Summerston Central and West - 01,14.4
Summerston Central and West - 02,17.3
Summerston Central and West - 03,20
Summerston Central and West - 04,21.9
Summerston Central and West - 05,10.8
Summerston Central and West - 06,21.2
Summerston North - 01,12.8
Summerston North - 02,13.2
Summerston North - 03,16.2
Summerston North - 04,13.9
Summerville - 01,11.6
Summerville - 02,6.2
Summerville - 03,2.8
Summerville - 04,7.4
Summerville - 05,6.7
Summerville - 06,6.8
Sunnyside and Cliftonville - 01,8.4
Sunnyside and Cliftonville - 02,10.7
Sunnyside and Cliftonville - 03,10
Sunnyside and Cliftonville - 04,6.9
Sunnyside and Cliftonville - 05,6.7
Sunnyside and Cliftonville - 06,10.6
Sutherland East - 01,5.8
Sutherland East - 02,4.6
Sutherland East - 03,5.6
Sutherland East - 04,16.9
Sutherland East - 05,13.8
Sutherland East - 06,13.5
Sutherland North and West - 01,32.4
Sutherland North and West - 02,27.3
Sutherland North and West - 03,20.9
Sutherland North and West - 04,18
Sutherland North and West - 05,36.6
Sutherland North and West - 06,18.8
Sutherland South - 01,36.5
Sutherland South - 02,17.7
Sutherland South - 03,10.5
Sutherland South - 04,7.8
Sutherland South - 05,23.5
Sutherland South - 06,27
Sutherland South - 07,11.7
Sutherland South - 08,30.8
Sutherland South - 09,13
Swinton Leithholm and Fogo Area,22.6
Tain - 01,9.6
Tain - 02,8.2
Tain - 03,8.8
Tain - 04,7.6
Tain - 05,11.6
Tanshall Central,9.9
Tanshall East,10.5
Tanshall West,8.2
Tayport Central,4.7
Tayport North,6.3
Tayport South,6.7
Tayport South East,7.4
Tayport West,6.1
Templehall,8
Templehall East,10.7
Templehall North,11.6
Templehall North Eastern,9.9
Templehall West,12.4
Teviothead and Hermitage Area,26.7
The Calders - 01,11
The Calders - 02,11.4
The Calders - 03,11
The Calders - 04,9.6
The Calders - 05,10.2
The Glens - 01,9.4
The Glens - 02,8.4
The Glens - 03,6.7
The Glens - 04,7.6
The Glens - 05,6.5
The Glens - 06,6.1
The Grange - 01,6.9
The Grange - 02,7
The Grange - 03,8.5
The Grange - 04,5.8
The Grange - 05,6.4
The Grange - 06,8.9
The Grange - 07,3.4
The Inch - 01,8.3
The Inch - 02,7.4
The Inch - 03,6.6
The Inch - 04,9.2
The Inch - 05,9.7
The Inch - 06,7
The Murray - 01,4.1
The Murray - 02,7.8
The Murray - 03,8.1
The Murray - 04,10.6
The Murray - 05,8.2
The Scores,7.9
The Shore and Constitution Street - 01,6.1
The Shore and Constitution Street - 02,9.1
The Shore and Constitution Street - 03,7.2
The Shore and Constitution Street - 04,8.4
The Shore and Constitution Street - 05,4.4
The Shore and Constitution Street - 06,5.4
The Shore and Constitution Street - 07,5.8
Thornhill - 01,28.1
Thornhill - 02,9.9
Thornhill - 03,5.2
Thornhill - 04,21.9
Thornhill - 05,8.2
Thornton North,7.1
Thornton South,4.5
"Thorntonhall, Jackton and Gardenhall - 01",11.7
"Thorntonhall, Jackton and Gardenhall - 02",13.5
"Thorntonhall, Jackton and Gardenhall - 03",12.9
"Thorntonhall, Jackton and Gardenhall - 04",12.8
"Thorntonhall, Jackton and Gardenhall - 05",23.7
Thornybank - 01,5.2
Thornybank - 02,12.4
Thornybank - 03,11.2
Thornybank - 04,12.9
Thornybank - 05,14.6
Thrashbush - 01,9.3
Thrashbush - 02,13.2
Thrashbush - 03,10.2
Thrashbush - 04,14.5
Thrashbush - 05,12.4
Thrashbush - 06,14.6
Thrashbush - 07,16.7
Thrashbush - 08,19.9
Thurso East - 01,3.4
Thurso East - 02,9
Thurso East - 03,9.2
Thurso East - 04,10.8
Thurso West - 01,5.3
Thurso West - 02,5.1
Thurso West - 03,4.9
Thurso West - 04,7.5
Thurso West - 05,8.2
Thurso West - 06,7.9
Thurso West - 07,12.3
Tillicoultry - 01,6
Tillicoultry - 02,3.6
Tillicoultry - 03,5.8
Tillicoultry - 04,7
Tillicoultry - 05,6.9
Tillicoultry - 06,10.6
Tillicoultry - 07,10.8
Tillicoultry - 08,8.3
Tillydrone - 01,11.1
Tillydrone - 02,9
Tillydrone - 03,7.7
Tillydrone - 04,10.7
Tillydrone - 05,7.8
Tillydrone - 06,12.1
Tofthill and Balbirnie Park,14
Tollcross - 01,4.8
Tollcross - 01,4.8
Tollcross - 02,6.1
Tollcross - 02,5.4
Tollcross - 03,5.2
Tollcross - 03,7.3
Tollcross - 04,3.8
Tollcross - 04,6.3
Tollcross - 05,3.7
Tollcross - 05,5.3
Tollcross - 06,3
Tollcross - 07,3.3
Torrance and Balmore - 01,15.9
Torrance and Balmore - 02,18.8
Torrance and Balmore - 03,15.9
Torry East - 01,10.4
Torry East - 02,7.2
Torry East - 03,8.5
Torry East - 04,9.8
Torry East - 05,7
Torry East - 06,9.8
Torry West - 01,5.4
Torry West - 02,4
Torry West - 03,4.1
Torry West - 04,7.8
Torry West - 05,5.8
Torry West - 06,6.1
Torry West - 07,9.6
Torryburn,9.3
Toryglen and Oatlands - 01,5.9
Toryglen and Oatlands - 02,4.7
Toryglen and Oatlands - 03,5.2
Toryglen and Oatlands - 04,6.7
Toryglen and Oatlands - 05,7
Toryglen and Oatlands - 06,8.6
Toryglen and Oatlands - 07,12.7
Touch,10.2
Town Yetholm,32.5
Townhead - 01,11.3
Townhead - 02,12.3
Townhead - 03,12.2
Townhead - 04,14.2
Townhead - 05,16.3
Townhead - 06,15.6
Townhead - 07,15.2
Townhill East,12.3
Townhill West,12.1
Tranent North - 01,13.7
Tranent North - 02,6.7
Tranent North - 03,11.5
Tranent North - 04,8.1
Tranent North - 05,6.8
Tranent North - 06,11
Tranent North - 07,8.5
Tranent North - 08,7.2
Tranent South - 01,4.6
Tranent South - 02,8
Tranent South - 03,8.3
Tranent South - 04,6.2
Tranent South - 05,7.4
Tranent South - 06,11.7
Tranent South - 07,11.3
Tranent South - 08,11.6
Transy,9.7
Trinity - 01,5.5
Trinity - 02,8.4
Trinity - 03,8.6
Trinity - 04,8.1
Trinity - 05,7.2
Trinity - 06,4.9
Trinity East and The Dudleys - 01,3.3
Trinity East and The Dudleys - 02,6
Trinity East and The Dudleys - 03,4.3
Trinity East and The Dudleys - 04,4.7
Trinity East and The Dudleys - 05,5.3
Troon - 01,14.4
Troon - 02,8.7
Troon - 03,4.1
Troon - 04,2.8
Troon - 05,4.9
Troon - 06,8.7
Troon - 07,10.5
Troqueer - 01,7.7
Troqueer - 02,7.5
Troqueer - 03,7.2
Troqueer - 04,7.5
Troqueer - 05,8.9
Tullibody North and Glenochil - 01,8.7
Tullibody North and Glenochil - 02,10.6
Tullibody North and Glenochil - 03,13.9
Tullibody North and Glenochil - 04,5.1
Tullibody North and Glenochil - 05,8.1
Tullibody North and Glenochil - 06,12.9
Tullibody South - 01,7
Tullibody South - 02,6.8
Tullibody South - 03,4.1
Tullibody South - 04,5.1
Tullibody South - 05,7.3
Tullibody South - 06,11.9
Turriff - 01,8.5
Turriff - 02,14.7
Turriff - 03,8.6
Turriff - 04,6.2
Turriff - 05,5.5
Turriff - 06,4
Twechar and Harestanes East - 01,18.8
Twechar and Harestanes East - 02,20.8
Twechar and Harestanes East - 03,16.5
Twechar and Harestanes East - 04,18.3
Tweedbank - East,14.5
Tweedbank - North,14.4
Tweedbank - West,15.4
Tweeddale East Landward,23.3
Uddingston and Gardenside - 01,18.8
Uddingston and Gardenside - 02,7.6
Uddingston and Gardenside - 03,9.2
Uddingston and Gardenside - 04,11
Uddingston and Gardenside - 05,14.3
Uddingston and Gardenside - 06,12.2
Uddingston and Gardenside - 07,16.3
"Uphall, Dechmont and Ecclesmachan - 01",11.4
"Uphall, Dechmont and Ecclesmachan - 02",12.4
"Uphall, Dechmont and Ecclesmachan - 03",27
"Uphall, Dechmont and Ecclesmachan - 04",11
"Uphall, Dechmont and Ecclesmachan - 05",7.6
"Uphall, Dechmont and Ecclesmachan - 06",10.5
"Uphall, Dechmont and Ecclesmachan - 07",8
"Uphall, Dechmont and Ecclesmachan - 08",12.6
Upper Nithsdale - 01,10.7
Upper Nithsdale - 02,8.3
Upper Nithsdale - 03,6.7
Upper Nithsdale - 04,9.9
Upper Nithsdale - 05,5.4
Upper Nithsdale - 06,6.8
Upper Nithsdale - 07,29.3
Vicarland and Cairns - 01,8.3
Vicarland and Cairns - 02,5.1
Vicarland and Cairns - 03,11.6
Vicarland and Cairns - 04,6.2
Vicarland and Cairns - 05,7.8
Vicarland and Cairns - 06,7.2
Victoria Park - 01,9.2
Victoria Park - 02,10.2
Victoria Park - 03,3.9
Viewfield North and Rimbleton South,9.9
"Viewlands, Craigie and Wellshill - 01",7.3
"Viewlands, Craigie and Wellshill - 02",4.9
"Viewlands, Craigie and Wellshill - 03",6.7
"Viewlands, Craigie and Wellshill - 04",5
"Viewlands, Craigie and Wellshill - 05",6.5
"Viewlands, Craigie and Wellshill - 06",6.7
"Viewlands, Craigie and Wellshill - 07",7.3
Viewpark - 01,4
Viewpark - 02,5.1
Viewpark - 03,5.9
Viewpark - 04,6.3
Viewpark - 05,6.6
Viewpark - 06,5.7
Viewpark - 07,5.3
Village and Castlecary - 01,11.5
Village and Castlecary - 02,5.8
Village and Castlecary - 03,10.7
Village and Castlecary - 04,11.6
Village and Castlecary - 05,15.1
Walkerburn,16.2
Wallyford/Whitecraig - 01,17.5
Wallyford/Whitecraig - 02,11.4
Wallyford/Whitecraig - 03,12.9
Wallyford/Whitecraig - 04,11.6
Wallyford/Whitecraig - 05,8.5
Wallyford/Whitecraig - 06,10.5
Wallyford/Whitecraig - 07,8.9
Warout,7.1
Wellwood,14.1
Wemyss Villages,16.9
"West Braeside, East Inverkip and West Gourock - 01",13.8
"West Braeside, East Inverkip and West Gourock - 02",24.5
"West Braeside, East Inverkip and West Gourock - 03",18.8
"West Braeside, East Inverkip and West Gourock - 04",14.3
West Calder and Polbeth - 01,3.4
West Calder and Polbeth - 02,4.5
West Calder and Polbeth - 03,7.6
West Calder and Polbeth - 04,9.9
West Calder and Polbeth - 05,9
West Calder and Polbeth - 06,9
West Calder and Polbeth - 07,8.8
West Clober and Mains Estate - 01,16
West Clober and Mains Estate - 02,11.8
West Clober and Mains Estate - 03,11.6
West Clober and Mains Estate - 04,12.5
West End North - 01,4.2
West End North - 02,10.1
West End North - 03,7
West End North - 04,5.1
West End South - 01,7.2
West End South - 02,8.1
West End South - 03,5.8
West End South - 04,6.6
West End South - 05,6.4
West End South - 06,5.7
West End South - 07,6.8
West Ferry - 01,15.7
West Ferry - 02,10.2
West Ferry - 03,8.4
West Ferry - 04,7.8
West Kilbride and Seamill - 01,11
West Kilbride and Seamill - 02,7.7
West Kilbride and Seamill - 03,4.1
West Kilbride and Seamill - 04,4.9
West Kilbride and Seamill - 05,7.2
West Kilbride and Seamill - 06,6.1
West Kirkwall - 01,6
West Kirkwall - 02,5.4
West Kirkwall - 03,7.5
West Kirkwall - 04,8.5
West Kirkwall - 05,6.7
West Linton - Lower,7
West Linton - Upper,5.1
West Mainland - 01,18.8
West Mainland - 02,25.8
West Mainland - 03,18.5
West Mainland - 04,22.4
West Mainland - 05,14.7
West Mains - 01,8.7
West Mains - 02,11.4
West Mains - 03,11.1
West Mains - 04,15.4
West Pilton - 01,6.6
West Pilton - 02,5.3
West Pilton - 03,8.1
West Pilton - 04,8.7
West Pilton - 05,4.5
West Pitkerro - 01,16.7
West Pitkerro - 02,15.6
West Pitkerro - 03,15.7
West Pitkerro - 04,19.2
West Pitkerro - 05,21.5
West Pitkerro - 06,12.6
West Pitkerro - 07,13
West Pitkerro - 08,11.2
Westburn and Newton - 01,11.5
Westburn and Newton - 02,3.8
Westburn and Newton - 03,7.3
Westburn and Newton - 04,8.6
Westburn and Newton - 05,4.4
Westburn and Newton - 06,8.1
Westburn and Newton - 07,10.7
Westburn and Newton - 08,13.3
Westburn and Newton - 09,11.7
Westend - 01,7.3
Westend - 02,10.7
Westend - 03,10.9
Westend - 04,8.6
Westend - 05,6.9
Westend - 06,6.2
Westend - 07,7.6
Western Edge - 01,9.3
Western Edge - 01,14.8
Western Edge - 02,17.1
Western Edge - 02,15.1
Western Edge - 03,17.2
Western Edge - 03,14.2
Western Edge - 04,7.5
Western Edge - 04,14.7
Western Edge - 05,8.6
Western Edge - 05,14.9
Western Edge - 06,20.1
Western Harbour and Leith Docks - 01,8.9
Western Harbour and Leith Docks - 02,3
Western Harbour and Leith Docks - 03,10.6
Western Harbour and Leith Docks - 04,8
Westerton East - 01,16.5
Westerton East - 02,12.9
Westerton East - 03,14.1
Westerton East - 04,15.2
Westerton East - 05,10.3
Westerton West - 01,9.6
Westerton West - 02,7.7
Westerton West - 03,14.7
Westfield - 01,8.6
Westfield - 02,8.8
Westfield - 03,15.6
Westfield - 04,13.8
Westfield - 05,14.6
Westfield - 06,14.9
Westfield - 07,15.8
Westfield - 08,16.7
Westfield - 09,16.7
Westhill Central - 01,12.3
Westhill Central - 02,8.5
Westhill Central - 03,14
Westhill Central - 04,14.3
Westhill Central - 05,13
Westhill Central - 06,12.1
Westhill North and South - 01,17
Westhill North and South - 02,15.4
Westhill North and South - 03,19.2
Westhill North and South - 04,23.8
Westhill North and South - 05,11.9
Westhill North and South - 06,20.9
Westruther and Polwarth Area,24.6
Westwood East - 01,8.2
Westwood East - 02,9.5
Westwood East - 03,11.1
Westwood East - 04,10.7
Westwood South - 01,8.8
Westwood South - 02,7.2
Westwood South - 03,8.7
Westwood South - 04,10.5
Westwood South - 05,6.3
Westwood South - 06,9.7
Whinnyknowe and Leslie Mains,13
Whisky Isles - 01,13.6
Whisky Isles - 02,16.4
Whisky Isles - 03,25
Whisky Isles - 04,8
Whisky Isles - 05,6.6
Whitburn Central - 01,8.8
Whitburn Central - 02,9.3
Whitburn Central - 03,4.8
Whitburn Central - 04,6
